"Soort misdrijf";"Perioden";"Wijken en buurten";"Geregistreerde misdrijven (aantal)"
"1.4.7 Overval";"2015";"Langestraat e.o.";"       0"
"1.4.7 Overval";"2016";"Langestraat e.o.";"       0"
"1.4.7 Overval";"2017";"Langestraat e.o.";"       0"
"1.4.7 Overval";"2018";"Langestraat e.o.";"       0"
"1.4.7 Overval";"2019";"Langestraat e.o.";"       0"
"1.4.7 Overval";"2020";"Langestraat e.o.";"       0"
"1.4.7 Overval";"2021";"Langestraat e.o.";"       0"
"1.4.7 Overval";"2022";"Langestraat e.o.";"       0"
"1.4.7 Overval";"2023";"Langestraat e.o.";"       1"
"1.4.7 Overval";"2012";"Leliegracht e.o.";"       0"
"1.4.7 Overval";"2013";"Leliegracht e.o.";"       0"
"1.4.7 Overval";"2014";"Leliegracht e.o.";"       1"
"1.4.7 Overval";"2015";"Leliegracht e.o.";"       1"
"1.4.7 Overval";"2016";"Leliegracht e.o.";"       0"
"1.4.7 Overval";"2017";"Leliegracht e.o.";"       0"
"1.4.7 Overval";"2018";"Leliegracht e.o.";"       0"
"1.4.7 Overval";"2019";"Leliegracht e.o.";"       0"
"1.4.7 Overval";"2020";"Leliegracht e.o.";"       0"
"1.4.7 Overval";"2021";"Leliegracht e.o.";"       0"
"1.4.7 Overval";"2022";"Leliegracht e.o.";"       0"
"1.4.7 Overval";"2023";"Leliegracht e.o.";"       0"
"1.4.7 Overval";"2012";"Felix Meritisbuurt";"       4"
"1.4.7 Overval";"2013";"Felix Meritisbuurt";"       0"
"1.4.7 Overval";"2014";"Felix Meritisbuurt";"       1"
"1.4.7 Overval";"2015";"Felix Meritisbuurt";"       2"
"1.4.7 Overval";"2016";"Felix Meritisbuurt";"       1"
"1.4.7 Overval";"2017";"Felix Meritisbuurt";"       0"
"1.4.7 Overval";"2018";"Felix Meritisbuurt";"       1"
"1.4.7 Overval";"2019";"Felix Meritisbuurt";"       1"
"1.4.7 Overval";"2020";"Felix Meritisbuurt";"       0"
"1.4.7 Overval";"2021";"Felix Meritisbuurt";"       0"
"1.4.7 Overval";"2022";"Felix Meritisbuurt";"       0"
"1.4.7 Overval";"2023";"Felix Meritisbuurt";"       0"
"1.4.7 Overval";"2012";"Leidsegracht-Noord";"       0"
"1.4.7 Overval";"2013";"Leidsegracht-Noord";"       0"
"1.4.7 Overval";"2014";"Leidsegracht-Noord";"       0"
"1.4.7 Overval";"2015";"Leidsegracht-Noord";"       0"
"1.4.7 Overval";"2016";"Leidsegracht-Noord";"       0"
"1.4.7 Overval";"2017";"Leidsegracht-Noord";"       0"
"1.4.7 Overval";"2018";"Leidsegracht-Noord";"       0"
"1.4.7 Overval";"2019";"Leidsegracht-Noord";"       0"
"1.4.7 Overval";"2020";"Leidsegracht-Noord";"       0"
"1.4.7 Overval";"2021";"Leidsegracht-Noord";"       0"
"1.4.7 Overval";"2022";"Leidsegracht-Noord";"       0"
"1.4.7 Overval";"2023";"Leidsegracht-Noord";"       0"
"1.4.7 Overval";"2012";"Burgwallen-Nieuwe Zijde";"       6"
"1.4.7 Overval";"2013";"Burgwallen-Nieuwe Zijde";"       9"
"1.4.7 Overval";"2014";"Burgwallen-Nieuwe Zijde";"       8"
"1.4.7 Overval";"2015";"Burgwallen-Nieuwe Zijde";"       5"
"1.4.7 Overval";"2016";"Burgwallen-Nieuwe Zijde";"       3"
"1.4.7 Overval";"2017";"Burgwallen-Nieuwe Zijde";"       3"
"1.4.7 Overval";"2018";"Burgwallen-Nieuwe Zijde";"       5"
"1.4.7 Overval";"2019";"Burgwallen-Nieuwe Zijde";"       2"
"1.4.7 Overval";"2020";"Burgwallen-Nieuwe Zijde";"       4"
"1.4.7 Overval";"2021";"Burgwallen-Nieuwe Zijde";"       6"
"1.4.7 Overval";"2022";"Burgwallen-Nieuwe Zijde";"       2"
"1.4.7 Overval";"2023";"Burgwallen-Nieuwe Zijde";"       1"
"1.4.7 Overval";"2012";"Stationsplein e.o.";"       0"
"1.4.7 Overval";"2013";"Stationsplein e.o.";"       3"
"1.4.7 Overval";"2014";"Stationsplein e.o.";"       1"
"1.4.7 Overval";"2015";"Stationsplein e.o.";"       0"
"1.4.7 Overval";"2016";"Stationsplein e.o.";"       0"
"1.4.7 Overval";"2017";"Stationsplein e.o.";"       0"
"1.4.7 Overval";"2018";"Stationsplein e.o.";"       2"
"1.4.7 Overval";"2019";"Stationsplein e.o.";"       0"
"1.4.7 Overval";"2020";"Stationsplein e.o.";"       0"
"1.4.7 Overval";"2021";"Stationsplein e.o.";"       0"
"1.4.7 Overval";"2022";"Stationsplein e.o.";"       1"
"1.4.7 Overval";"2023";"Stationsplein e.o.";"       0"
"1.4.7 Overval";"2012";"Hemelrijk";"       0"
"1.4.7 Overval";"2013";"Hemelrijk";"       1"
"1.4.7 Overval";"2014";"Hemelrijk";"       0"
"1.4.7 Overval";"2015";"Hemelrijk";"       1"
"1.4.7 Overval";"2016";"Hemelrijk";"       1"
"1.4.7 Overval";"2017";"Hemelrijk";"       1"
"1.4.7 Overval";"2018";"Hemelrijk";"       0"
"1.4.7 Overval";"2019";"Hemelrijk";"       0"
"1.4.7 Overval";"2020";"Hemelrijk";"       2"
"1.4.7 Overval";"2021";"Hemelrijk";"       3"
"1.4.7 Overval";"2022";"Hemelrijk";"       0"
"1.4.7 Overval";"2023";"Hemelrijk";"       0"
"1.4.7 Overval";"2012";"Nieuwendijk-Noord";"       0"
"1.4.7 Overval";"2013";"Nieuwendijk-Noord";"       1"
"1.4.7 Overval";"2014";"Nieuwendijk-Noord";"       0"
"1.4.7 Overval";"2015";"Nieuwendijk-Noord";"       0"
"1.4.7 Overval";"2016";"Nieuwendijk-Noord";"       0"
"1.4.7 Overval";"2017";"Nieuwendijk-Noord";"       1"
"1.4.7 Overval";"2018";"Nieuwendijk-Noord";"       0"
"1.4.7 Overval";"2019";"Nieuwendijk-Noord";"       0"
"1.4.7 Overval";"2020";"Nieuwendijk-Noord";"       0"
"1.4.7 Overval";"2021";"Nieuwendijk-Noord";"       1"
"1.4.7 Overval";"2022";"Nieuwendijk-Noord";"       0"
"1.4.7 Overval";"2023";"Nieuwendijk-Noord";"       0"
"1.4.7 Overval";"2012";"Spuistraat-Noord";"       2"
"1.4.7 Overval";"2013";"Spuistraat-Noord";"       2"
"1.4.7 Overval";"2014";"Spuistraat-Noord";"       2"
"1.4.7 Overval";"2015";"Spuistraat-Noord";"       1"
"1.4.7 Overval";"2016";"Spuistraat-Noord";"       1"
"1.4.7 Overval";"2017";"Spuistraat-Noord";"       0"
"1.4.7 Overval";"2018";"Spuistraat-Noord";"       1"
"1.4.7 Overval";"2019";"Spuistraat-Noord";"       1"
"1.4.7 Overval";"2020";"Spuistraat-Noord";"       0"
"1.4.7 Overval";"2021";"Spuistraat-Noord";"       1"
"1.4.7 Overval";"2022";"Spuistraat-Noord";"       0"
"1.4.7 Overval";"2023";"Spuistraat-Noord";"       1"
"1.4.7 Overval";"2012";"Nieuwe Kerk e.o.";"       0"
"1.4.7 Overval";"2013";"Nieuwe Kerk e.o.";"       0"
"1.4.7 Overval";"2014";"Nieuwe Kerk e.o.";"       1"
"1.4.7 Overval";"2015";"Nieuwe Kerk e.o.";"       2"
